Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,New_Product_ID,Sales,Order Date_new,Ship Date_new
2241,CA-2024-146633,15/11/2024,17/11/2024,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,OFF-BI-10002982,38.136,15-Nov-24,17-Nov-24
2242,US-2024-126893,26/11/2024,1/12/2024,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,494.982,26-Nov-24,1-Dec-24
2243,CA-2025-103380,21/11/2025,25/11/2025,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,OFF-ST-10003442,56.56,21-Nov-25,25-Nov-25
2244,CA-2025-103380,21/11/2025,25/11/2025,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,OFF-AR-10003856,5.56,21-Nov-25,25-Nov-25
2245,CA-2025-103380,21/11/2025,25/11/2025,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,OFF-FA-10004248,9.02,21-Nov-25,25-Nov-25
2246,CA-2025-103380,21/11/2025,25/11/2025,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,8.62,21-Nov-25,25-Nov-25
2247,CA-2025-103380,21/11/2025,25/11/2025,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,659.976,21-Nov-25,25-Nov-25
2248,CA-2023-116092,15/02/2023,18/02/2023,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,OFF-PA-10004285,13.36,15-Feb-23,18-Feb-23
2249,CA-2023-116092,15/02/2023,18/02/2023,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,41.72,15-Feb-23,18-Feb-23
2250,CA-2023-116092,15/02/2023,18/02/2023,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,OFF-BI-10000546,11.52,15-Feb-23,18-Feb-23
2251,CA-2023-116092,15/02/2023,18/02/2023,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10001391,541.44,15-Feb-23,18-Feb-23
2252,CA-2023-116092,15/02/2023,18/02/2023,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,OFF-PA-10000478,19.44,15-Feb-23,18-Feb-23
2253,CA-2024-117849,15/04/2024,17/04/2024,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,OFF-PA-10004327,143.7,15-Apr-24,17-Apr-24
2254,CA-2023-169201,28/09/2023,1/10/2023,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,OFF-AP-10000696,43.26,28-Sep-23,1-Oct-23
2255,CA-2023-169201,28/09/2023,1/10/2023,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,OFF-AP-10002082,43.56,28-Sep-23,1-Oct-23
2256,CA-2024-164091,17/09/2024,22/09/2024,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,04401,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944,437.85,17-Sep-24,22-Sep-24
2257,CA-2024-164091,17/09/2024,22/09/2024,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,04401,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",FUR-FU-10004952,109.48,17-Sep-24,22-Sep-24
2258,CA-2025-105214,16/06/2025,19/06/2025,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,FUR-CH-10000015,1212.96,16-Jun-25,19-Jun-25
2259,CA-2025-105214,16/06/2025,19/06/2025,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",OFF-PA-10001776,18.54,16-Jun-25,19-Jun-25
2260,CA-2023-117611,8/11/2023,10/11/2023,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,OFF-FA-10002280,5,8-Nov-23,10-Nov-23
2261,CA-2023-117611,8/11/2023,10/11/2023,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,TEC-AC-10002049,371.97,8-Nov-23,10-Nov-23
2262,US-2023-137960,18/12/2023,18/12/2023,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,TEC-AC-10002253,166.24,18-Dec-23,18-Dec-23
2263,CA-2025-122994,6/2/2025,9/2/2025,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015,359.97,6-Feb-25,9-Feb-25
2264,CA-2024-131065,14/11/2024,16/11/2024,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,TEC-AC-10004145,499.98,14-Nov-24,16-Nov-24
2265,CA-2024-131065,14/11/2024,16/11/2024,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),OFF-PA-10002479,5.28,14-Nov-24,16-Nov-24
2266,CA-2024-131065,14/11/2024,16/11/2024,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,8.26,14-Nov-24,16-Nov-24
2267,CA-2025-149146,12/10/2025,12/10/2025,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,OFF-PA-10003919,7.968,12-Oct-25,12-Oct-25
2268,CA-2025-137470,17/09/2025,17/09/2025,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,OFF-PA-10002001,12.96,17-Sep-25,17-Sep-25
2269,CA-2025-105480,20/12/2025,26/12/2025,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,6.48,20-Dec-25,26-Dec-25
2270,CA-2025-105480,20/12/2025,26/12/2025,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,OFF-BI-10003291,6.984,20-Dec-25,26-Dec-25
2271,CA-2025-164917,2/12/2025,7/12/2025,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,OFF-AR-10004344,47.96,2-Dec-25,7-Dec-25
2272,CA-2023-102036,21/09/2023,27/09/2023,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,199.74,21-Sep-23,27-Sep-23
2273,CA-2023-142944,6/3/2023,11/3/2023,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,FUR-FU-10000308,435.26,6-Mar-23,11-Mar-23
2274,CA-2023-142944,6/3/2023,11/3/2023,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,TEC-CO-10003763,1119.984,6-Mar-23,11-Mar-23
2275,CA-2022-157882,3/10/2022,8/10/2022,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,FUR-TA-10001866,143.432,3-Oct-22,8-Oct-22
2276,CA-2022-157882,3/10/2022,8/10/2022,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",FUR-CH-10002774,122.352,3-Oct-22,8-Oct-22
2277,CA-2022-104283,27/06/2022,1/7/2022,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",OFF-ST-10004337,306.2,27-Jun-22,1-Jul-22
2278,CA-2022-104283,27/06/2022,1/7/2022,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,FUR-TA-10001039,85.98,27-Jun-22,1-Jul-22
2279,CA-2022-104283,27/06/2022,1/7/2022,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,TEC-AC-10000109,223.96,27-Jun-22,1-Jul-22
2280,CA-2025-142622,30/10/2025,2/11/2025,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,FUR-CH-10003833,97.568,30-Oct-25,2-Nov-25
2281,CA-2025-142622,30/10/2025,2/11/2025,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,FUR-CH-10004289,614.272,30-Oct-25,2-Nov-25
2282,CA-2025-142622,30/10/2025,2/11/2025,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,FUR-BO-10004467,199.98,30-Oct-25,2-Nov-25
2283,CA-2024-132143,3/9/2024,5/9/2024,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,06457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",OFF-PA-10002713,48.16,3-Sep-24,5-Sep-24
2284,CA-2023-153108,5/3/2023,9/3/2023,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,TEC-PH-10001552,23.92,5-Mar-23,9-Mar-23
2285,CA-2023-153108,5/3/2023,9/3/2023,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,OFF-AP-10002222,60.69,5-Mar-23,9-Mar-23
2286,CA-2024-112676,5/5/2024,8/5/2024,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,OFF-PA-10003971,14.352,5-May-24,8-May-24
2287,CA-2025-165687,17/11/2025,23/11/2025,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,35.04,17-Nov-25,23-Nov-25
2288,US-2025-112928,1/6/2025,5/6/2025,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",OFF-AP-10002287,17.48,1-Jun-25,5-Jun-25
2289,CA-2025-143343,10/6/2025,13/06/2025,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,OFF-AR-10002375,16.4,10-Jun-25,13-Jun-25
2290,CA-2025-115154,8/1/2025,11/1/2025,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,FUR-TA-10001950,892.98,8-Jan-25,11-Jan-25
2291,CA-2023-149342,20/04/2023,25/04/2023,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,TEC-PH-10001557,287.97,20-Apr-23,25-Apr-23
2292,CA-2023-149342,20/04/2023,25/04/2023,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",FUR-FU-10002937,595.38,20-Apr-23,25-Apr-23
2293,CA-2023-149342,20/04/2023,25/04/2023,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,OFF-PA-10001167,12.96,20-Apr-23,25-Apr-23
2294,CA-2023-130995,1/11/2023,6/11/2023,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,TEC-PH-10000347,4.95,1-Nov-23,6-Nov-23
2295,CA-2025-127929,23/12/2025,27/12/2025,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,06457,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",FUR-FU-10003708,181.95,23-Dec-25,27-Dec-25
2296,CA-2023-113145,1/11/2023,5/11/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,OFF-PA-10002659,13.52,1-Nov-23,5-Nov-23
2297,CA-2023-113145,1/11/2023,5/11/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",FUR-FU-10000965,259.7,1-Nov-23,5-Nov-23
2298,CA-2023-113145,1/11/2023,5/11/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,TEC-PH-10001527,42.95,1-Nov-23,5-Nov-23
2299,CA-2023-113145,1/11/2023,5/11/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,TEC-AC-10001838,1399.93,1-Nov-23,5-Nov-23
2300,CA-2023-113145,1/11/2023,5/11/2023,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,TEC-PH-10002597,503.96,1-Nov-23,5-Nov-23
2301,CA-2022-162362,14/11/2022,18/11/2022,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,OFF-BI-10000756,12.72,14-Nov-22,18-Nov-22
2302,CA-2022-162362,14/11/2022,18/11/2022,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,OFF-BI-10000546,11.52,14-Nov-22,18-Nov-22
2303,CA-2024-106558,17/01/2024,21/01/2024,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,TEC-AC-10001142,316,17-Jan-24,21-Jan-24
2304,CA-2025-157931,17/09/2025,22/09/2025,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,FUR-CH-10000785,723.92,17-Sep-25,22-Sep-25
2305,CA-2025-157931,17/09/2025,22/09/2025,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,OFF-PA-10000474,106.32,17-Sep-25,22-Sep-25
2306,CA-2024-115574,23/12/2024,24/12/2024,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",FUR-BO-10003441,141.372,23-Dec-24,24-Dec-24
2307,CA-2023-160794,6/8/2023,8/8/2023,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,OFF-PA-10004156,27.216,6-Aug-23,8-Aug-23
2308,CA-2025-116225,5/11/2025,9/11/2025,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,TEC-AC-10001432,390.75,5-Nov-25,9-Nov-25
2309,US-2025-120418,11/6/2025,12/6/2025,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,FUR-CH-10001394,280.792,11-Jun-25,12-Jun-25
2310,US-2025-120418,11/6/2025,12/6/2025,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",OFF-ST-10002370,68.448,11-Jun-25,12-Jun-25
2311,US-2025-120418,11/6/2025,12/6/2025,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,OFF-AR-10002956,88.04,11-Jun-25,12-Jun-25
2312,US-2025-120418,11/6/2025,12/6/2025,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,OFF-AR-10001955,15.872,11-Jun-25,12-Jun-25
2313,US-2025-120418,11/6/2025,12/6/2025,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,OFF-ST-10001809,215.592,11-Jun-25,12-Jun-25
2314,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,OFF-LA-10004093,14.62,20-Jul-25,25-Jul-25
2315,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",OFF-AP-10002118,416.32,20-Jul-25,25-Jul-25
2316,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,OFF-BI-10000404,43,20-Jul-25,25-Jul-25
2317,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,FUR-CH-10003833,182.94,20-Jul-25,25-Jul-25
2318,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,OFF-BI-10002072,60.83,20-Jul-25,25-Jul-25
2319,CA-2025-122035,20/07/2025,25/07/2025,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,TEC-AC-10003095,389.97,20-Jul-25,25-Jul-25
2320,CA-2023-117828,23/12/2023,26/12/2023,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,OFF-AP-10001563,194.32,23-Dec-23,26-Dec-23
2321,CA-2025-165491,20/03/2025,24/03/2025,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,TEC-AC-10000358,265.93,20-Mar-25,24-Mar-25
2322,CA-2023-109470,31/12/2023,3/1/2024,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,OFF-BI-10004492,94.74,31-Dec-23,3-Jan-24
2323,CA-2023-109470,31/12/2023,3/1/2024,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",OFF-BI-10001072,60.64,31-Dec-23,3-Jan-24
2324,CA-2023-109470,31/12/2023,3/1/2024,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,OFF-BI-10003707,76.3,31-Dec-23,3-Jan-24
2325,CA-2023-109470,31/12/2023,3/1/2024,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,OFF-BI-10000977,364.8,31-Dec-23,3-Jan-24
2326,CA-2023-105102,15/09/2023,19/09/2023,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,79.872,15-Sep-23,19-Sep-23
2327,CA-2023-105102,15/09/2023,19/09/2023,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",FUR-BO-10004709,46.384,15-Sep-23,19-Sep-23
2328,CA-2023-105102,15/09/2023,19/09/2023,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,OFF-PA-10002365,12.96,15-Sep-23,19-Sep-23
2329,CA-2025-138422,23/09/2025,26/09/2025,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525,West,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,OFF-EN-10004147,14.352,23-Sep-25,26-Sep-25
2330,US-2023-147739,25/12/2023,29/12/2023,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,FUR-FU-10001468,547.136,25-Dec-23,29-Dec-23
2331,CA-2024-155187,24/09/2024,26/09/2024,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",OFF-ST-10000642,41.96,24-Sep-24,26-Sep-24
2332,CA-2024-155187,24/09/2024,26/09/2024,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",OFF-PA-10000380,41.7,24-Sep-24,26-Sep-24
2333,CA-2025-169285,21/03/2025,25/03/2025,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",OFF-PA-10004071,277.4,21-Mar-25,25-Mar-25
2334,CA-2025-169285,21/03/2025,25/03/2025,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,OFF-PA-10004971,5.78,21-Mar-25,25-Mar-25
2335,CA-2022-140886,30/09/2022,4/10/2022,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,OFF-AP-10000696,69.216,30-Sep-22,4-Oct-22
2336,CA-2025-152695,10/12/2025,10/12/2025,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,06824,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,OFF-EN-10004030,10.86,10-Dec-25,10-Dec-25
2337,CA-2025-152695,10/12/2025,10/12/2025,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,06824,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,OFF-AP-10000026,426.79,10-Dec-25,10-Dec-25
